Scientific Name                              ,PLANTS Floristic Area,State and Province,Category,Duration,Growth Habit,Native Status,Active Growth Period,After Harvest Regrowth Rate,Bloom Period
Acaciella angustissima,,"USA(AR, AZ, FL, KS, LA, MO, NM, OK, TX)",,Perennial,"Subshrub, Forb/herb",L48(N),,,
Acaciella angustissima var. chisosiana,,USA(TX),,Perennial,"Subshrub, Forb/herb",L48(N),,,
Acaciella angustissima var. hirta,,"USA(AR, AZ, FL, KS, LA, MO, NM, OK, TX)",,Perennial,"Forb/herb, Subshrub",L48(N),,,
Acaciella glauca,,,,,,,,,
Acaciella leucothrix,,USA(TX),,Perennial,"Subshrub, Forb/herb",L48(N),,,
Acaciella shrevei,,USA(AZ),,Perennial,"Forb/herb, Subshrub",L48(N),,,
Acaciella suffrutescens,,"USA(AZ, NM)",,Perennial,"Forb/herb, Subshrub",L48(N),,,
Acaena,NA (L48),"USA(CA, HI, OR)",Dicot,,,"L48(I,N)",,,
Acaena exigua,HI,USA(HI),Dicot,Perennial,Forb/herb,HI(N),,,
Acaena myriophylla,,,Dicot,,,,,,
Acaena novae-zelandiae,NA (L48),"USA(CA, OR)",Dicot,Perennial,Forb/herb,L48(I),,,
Acaena pallida,NA (L48),USA(CA),Dicot,Perennial,Forb/herb,L48(I),,,
Acaena pinnatifida,NA (L48),USA(CA),Dicot,Perennial,Forb/herb,L48(N),,,
Acaena pinnatifida var. californica,NA (L48),USA(CA),Dicot,Perennial,Forb/herb,L48(N),,,
Acalypha,NA (L48),"CAN(NB, NS, ON, QC), USA+(PR, VI), USA(AL, AR, AS, AZ, CA, CT, DC, DE, FL, FM, GA, GU, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MP, MS, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, PW, RI, SC, SD, TN, TX, UM, VA, VT, WI, WV)",Dicot,,,"L48(I,N)CAN(N)",,,
Acalypha alopecuroidea,"NA (L48), PR","USA+(PR), USA(AL, FL, LA)",Dicot,Annual,Forb/herb,L48(I)PR(N),,,
Acalypha amentacea,NA (PB),USA(PW),Dicot,Perennial,Shrub,L48(I),,,
Acalypha amentacea ssp. wilkesiana,"NA (L48), PR","USA (FL), USA+ (PR)",Dicot,Perennial,Shrub,L48(I)PR(I),,,
Acalypha amentacea var. heterotricha,,USA(PW),,Perennial,Shrub,L48(N),,,
Acalypha amentacea var. palauensis,,USA(PW),,Perennial,Shrub,L48(N),,,
Acalypha arvensis,NA (L48),USA(FL),Dicot,Annual,Forb/herb,L48(I),,,
Acalypha australis,NA (L48),"USA(NJ, NY)",Dicot,Annual,Forb/herb,L48(I),,,
Acalypha berteriana,PR,USA+(PR),Dicot,Perennial,Shrub,PR(N),,,
Acalypha bisetosa,PR,USA+(PR),Dicot,Perennial,Shrub,PR(N),,,
Acalypha californica,NA (L48),"USA(AZ, CA)",Dicot,Perennial,"Shrub, Subshrub",L48(N),,,
Acalypha chamaedryfolia,"NA (L48), PR, VI","USA+(PR, VI), USA(FL)",Dicot,Perennial,"Subshrub, Forb/herb",L48(N)PR(N)VI(N),,,
Acalypha deamii,NA (L48),"USA(AR, IA, IL, IN, KS, KY, MO, OH, PA, TN, VA)",Dicot,Annual,Forb/herb,L48(N),,,
Acalypha gracilens,NA (L48),"USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)",Dicot,Annual,Forb/herb,L48(N),,,
Acalypha hispida,"NA (GU, PB), PR","USA+(PR), USA(PW)",Dicot,Perennial,Shrub,L48(I)PR(I),,,
Acalypha indica,"NA (GU, PB)","USA(GU, MP, PW, UM)",Dicot,Annual,Forb/herb,L48(I),,,
Acalypha lanceolata,,"USA(AS, FM, PW)",,Annual,Forb/herb,L48(I),,,
Acalypha mexicana,NA (L48),USA(AZ),Dicot,Annual,Forb/herb,L48(N),,,
Acalypha monococca,NA (L48),"USA(AR, IL, KS, LA, MO, OK, TX)",Dicot,Annual,Forb/herb,L48(N),,,
Acalypha monostachya,NA (L48),USA(TX),Dicot,Perennial,"Subshrub, Forb/herb",L48(N),,,
Acalypha neomexicana,NA (L48),"USA(AZ, NM, TX)",Dicot,Annual,Forb/herb,L48(N),,,
Acalypha ostryifolia,"NA (L48), PR, VI","USA+(PR, VI), USA(AL, AR, AZ, FL, GA, IA, IL, IN, KS, KY, LA, MO, MS, NC, NE, NJ, NM, OH, OK, PA, SC, TN, TX, VA, WV)",Dicot,Annual,Forb/herb,L48(N)PR(N)VI(N),,,
Acalypha phleoides,NA (L48),"USA(AZ, NM, TX)",Dicot,Perennial,"Forb/herb, Subshrub",L48(N),,,
Acalypha poiretii,"NA (L48), PR, VI","USA+(PR, VI), USA(AL, NJ, TX)",Dicot,Annual,"Forb/herb, Subshrub",L48(N)PR(I)VI(I),,,
Acalypha portoricensis,"PR, VI","USA+(PR, VI)",Dicot,Perennial,Shrub,PR(N)VI(N),,,
Acalypha radians,NA (L48),USA(TX),Dicot,Perennial,Forb/herb,L48(N),,,
Acalypha rhomboidea,"NA (L48, CAN)","CAN(NB, NS, ON, QC), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV)",Dicot,Annual,Forb/herb,L48(N)CAN(N),,,
Acalypha setosa,"NA (L48), PR","USA+(PR), USA(AL, FL, GA, LA, MS, SC)",Dicot,Annual,Forb/herb,L48(N)PR(N),,,
Acalypha virginica,NA (L48),"USA(AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WV)",Dicot,Annual,Forb/herb,L48(N),"Spring, Summer, Fall",Slow,Early Summer
Acalypha wilkesiana,,"USA+(PR), USA(FL, PW)",,Perennial,Shrub,L48(I)PR(I),,,
Acamptopappus,NA (L48),"USA(AZ, CA, NV, UT)",Dicot,,,L48(N),,,
Acamptopappus shockleyi,NA (L48),"USA(CA, NV)",Dicot,Perennial,Subshrub,L48(N),,,
Acamptopappus sphaerocephalus,NA (L48),"USA(AZ, CA, NV, UT)",Dicot,Perennial,"Subshrub, Shrub",L48(N),,,
Acamptopappus sphaerocephalus var. hirtellus,NA (L48),"USA(AZ, CA, NV)",Dicot,Perennial,"Subshrub, Shrub",L48(N),,,
Acamptopappus sphaerocephalus var. sphaerocephalus,NA (L48),"USA(AZ, CA, NV, UT)",Dicot,Perennial,"Subshrub, Shrub",L48(N),,,
Acanthocereus,NA (L48),"USA+(VI), USA(FL, HI, TX)",Dicot,,,L48(N),,,
Acanthocereus tetragonus,"NA (L48), HI, VI","USA+(VI), USA(FL, HI, TX)",Dicot,Perennial,"Shrub, Vine",L48(N)HI(I)VI(N),,,
Acanthomintha,NA (L48),USA(CA),Dicot,,,L48(N),,,
Acanthomintha duttonii,NA (L48),USA(CA),Dicot,Annual,Forb/herb,L48(N),,,
Acanthomintha ilicifolia,NA (L48),USA(CA),Dicot,Annual,Forb/herb,L48(N),,,
Acanthomintha lanceolata,NA (L48),USA(CA),Dicot,Annual,Forb/herb,L48(N),,,
Acanthomintha obovata,NA (L48),USA(CA),Dicot,Annual,Forb/herb,L48(N),,,
Acanthomintha obovata ssp. cordata,NA (L48),USA(CA),Dicot,Annual,Forb/herb,L48(N),,,
Acanthomintha obovata ssp. obovata,NA (L48),USA(CA),Dicot,Annual,Forb/herb,L48(N),,,
Acanthospermum,NA (L48),"CAN(ON), USA+(PR, VI), USA(AL, AR, FL, GA, HI, LA, MA, MS, NC, NJ, NY, OR, PA, SC, TN, TX, VA)",Dicot,,,L48(I)CAN(I),,,
Acanthospermum australe,"NA (L48), HI","USA(AL, AR, FL, GA, HI, LA, MA, MS, NC, NY, OR, PA, SC, TN, TX, VA)",Dicot,"Annual, Perennial",Forb/herb,L48(I)HI(I),,,
Acanthospermum hispidum,"NA (L48, CAN), HI, PR, VI","CAN(ON), USA+(PR, VI), USA(AL, FL, GA, HI, NJ, NY, OR, SC, VA)",Dicot,"Annual, Perennial",Forb/herb,L48(I)HI(I)PR(N)VI(N)CAN(I),,,
Acanthospermum humile,NA (L48),"USA(AL, FL, NY, SC)",Dicot,Annual,Forb/herb,L48(I),,,
Acanthus,"NA (L48, PB)","USA(CA, PW)",Dicot,,,L48(I),,,
Acanthus ebracteatus,,USA(PW),Dicot,Perennial,"Shrub, Forb/herb",L48(N),,,
Acanthus mollis,NA (L48),USA(CA),Dicot,Perennial,Forb/herb,L48(I),,,
Acanthus polystachyus,,,Dicot,,,,,,
Acanthus polystachyus var. pseudopubescens,,,Dicot,,,,,,
Acanthus spinosus,,,Dicot,,,,,,
Acanthus syriacus,,,Dicot,,,,,,
Acarospora,NA (L48),"CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), USA(AK, AR, AZ, CA, CO, CT, DE, GA, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Lichen,,,NA(N),,,
Acarospora aeruginosa,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora albomarginata,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora americana,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora amphibola,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora applanata,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora arenacea,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora arenosa,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora asahinae,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora asperata,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora badiofusca,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora bullata,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora caesiofusca,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora californica,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora canadensis,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora carnegiei,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora cervina,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora cinereoalba,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora citrina,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora clauzadeana,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora coloradiana,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora complanata,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora desolata,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora dispersa,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora elevata,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora fuscata,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora fuscescens,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora gallica,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora geogena,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora glaucocarpa,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora hassei,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora heppii,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora heufleriana,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora hilaris,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora immersa,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora impressula,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora instrata,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora interjecta,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora interposita,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora interspersa,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora macrospora,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora molybdina,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora nevadensis,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora nigromarginata,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora nitida,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora nodulosa,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora nodulosa var. nodulosa,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora obnubila,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora obpallens,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora oligospora,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora particularis,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora peliscypha,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora peltastica,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora pyrenopsoides,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora radicata,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora reagens,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora rugulosa,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora saepincola,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora scabrida,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora schleicheri,NA (L48),"USA(ID, NV)",Lichen,,Lichenous,NA(N),,,
Acarospora scotica,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora sinopica,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora smaragdula,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora socialis,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora sparsa,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora stapfiana,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora strigata,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora succedens,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora superfusa,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora tenebrica,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora terricola,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora thamnina,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora thelococcoides,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora thermophila,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora tongleti,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora tucsonensis,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora utahensis,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora veronensis,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acarospora washingtonensis,NA (L48),,Lichen,,Lichenous,NA(N),,,
Acaulon,NA (L48),USA(NY),Moss,,,NA(N),,,
Acaulon muticum,NA (L48),USA(NY),Moss,,Nonvascular,NA(N),,,
Acaulon muticum var. muticum,NA (L48),,Moss,,Nonvascular,NA(N),,,
Acaulon muticum var. rufescens,NA (L48),,Moss,,Nonvascular,NA(N),,,
Acaulon schimperianum,NA (L48),,Moss,,Nonvascular,NA(N),,,
Acaulon triquetrum,NA (L48),,Moss,,Nonvascular,NA(N),,,
Acer,NA (L48),"CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Dicot,,,"L48(I,N)CAN(I,N)SPM(N)",,,
Acer ×freemanii,"NA (L48, CAN)","CAN(ON, QC), USA(KY, ME, NC, NY, OH, WI)",Dicot,Perennial,Tree,L48(N)CAN(N),,,
Acer buergerianum,,,Dicot,,,,,,
Acer campestre,"NA (L48, CAN)","CAN(ON), USA(CA, IN, KY, MA, NJ, NY, OH, PA)",Dicot,Perennial,"Tree, Shrub",L48(I)CAN(I),,,
Acer circinatum,"NA (L48, AK, CAN)","CAN(BC), USA(AK, CA, OR, WA)",Dicot,Perennial,"Tree, Shrub, Vine",L48(N)AK(N?)CAN(N),Spring and Summer,,Spring
Acer cissifolium,,,Dicot,,,,,,
Acer diabolicum,,,Dicot,,,,,,
Acer floridanum,NA (L48),"USA(AL, AR, FL, GA, IL, KY, LA, MO, MS, NC, OK, SC, TN, TX, VA)",Dicot,Perennial,Tree,L48(N),,,
Acer ginnala,"NA (L48, CAN)","CAN(MB, NB, ON, SK), USA(CT, IA, IL, KY, MA, ME, MI, MN, ND, NH, NJ, NY, OH, PA, VT, WI)",Dicot,Perennial,"Tree, Shrub",L48(I)CAN(I),Spring and Summer,,Mid Spring
Acer glabrum,"NA (L48, AK, CAN)","CAN(AB, BC), USA(AK, AZ, CA, CO, ID, MT, NE, NM, NV, OR, SD, UT, WA, WY)",Dicot,Perennial,"Shrub, Tree",L48(N)AK(I?)CAN(N),Spring and Summer,,Late Spring
Acer glabrum var. diffusum,NA (L48),"USA(AZ, CA, NV, UT)",Dicot,Perennial,"Tree, Shrub",L48(N),,,
Acer glabrum var. douglasii,"NA (L48, AK, CAN)","CAN(AB, BC), USA(AK, CA, ID, MT, NV, OR, WA, WY)",Dicot,Perennial,"Shrub, Tree",L48(N)AK(I?)CAN(N),Spring and Summer,,Late Spring
Acer glabrum var. glabrum,NA (L48),"USA(AZ, CO, ID, MT, NE, NM, NV, SD, UT, WY)",Dicot,Perennial,"Shrub, Tree",L48(N),,,
Acer glabrum var. greenei,NA (L48),USA(CA),Dicot,Perennial,"Tree, Shrub",L48(N),,,
Acer glabrum var. neomexicanum,NA (L48),"USA(AZ, CO, NM, UT)",Dicot,Perennial,"Tree, Shrub",L48(N),,,
Acer glabrum var. torreyi,NA (L48),"USA(CA, NV, OR)",Dicot,Perennial,"Shrub, Tree",L48(N),,,
Acer grandidentatum,NA (L48),"USA(AZ, CO, ID, MT, NM, NV, TX, UT, WA, WY)",Dicot,Perennial,"Tree, Shrub",L48(N),Spring and Summer,,Spring
Acer grandidentatum var. grandidentatum,NA (L48),"USA(AZ, CO, ID, MT, NM, NV, TX, UT, WY)",Dicot,Perennial,"Shrub, Tree",L48(N),,,
Acer grandidentatum var. sinuosum,NA (L48),"USA(AZ, NM, TX)",Dicot,Perennial,"Tree, Shrub",L48(N),,,
Acer griseum,,,Dicot,,,,,,
Acer japonicum,NA (CAN),"CAN(ON), USA(NJ)",Dicot,Perennial,Tree,CAN(I)NA(I),,,
Acer leucoderme,NA (L48),"USA(AL, AR, DC, FL, GA, LA, MS, NC, OK, SC, TN, TX)",Dicot,Perennial,"Tree, Shrub",L48(N),,,
Acer leucoderme × saccharum,,,Dicot,Perennial,Tree,,,,
Acer macrophyllum,"NA (L48, CAN)","CAN(BC), USA(CA, OR, WA)",Dicot,Perennial,Tree,L48(N)CAN(N),Spring and Summer,,Mid Spring
Acer negundo,"NA (L48, CAN)","CAN(AB, BC, MB, NB, NS, NT, ON, PE, QC, SK), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Dicot,Perennial,Tree,L48(N)CAN(N),Spring and Summer,,Early Spring
Acer negundo var. arizonicum,NA (L48),"USA(AZ, NM)",Dicot,Perennial,Tree,L48(N),,,
Acer negundo var. californicum,NA (L48),USA(CA),Dicot,Perennial,Tree,L48(N),,,
Acer negundo var. interius,NA (L48),"USA(AZ, CA, CO, ID, KS, MN, MO, MT, ND, NE, NM, NV, OK, SD, UT, WA, WI, WY)",Dicot,Perennial,Tree,L48(N),,,
Acer negundo var. negundo,"NA (L48, CAN)","CAN(AB, BC, MB, NB, NS, NT, ON, PE, QC, SK), USA(AL, AR, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV)",Dicot,Perennial,Tree,L48(N)CAN(N),,,
Acer negundo var. texanum,NA (L48),"USA(AL, AR, IN, KS, KY, LA, MO, MS, NC, NM, OK, TN, TX, VA)",Dicot,Perennial,Tree,L48(N),,,
Acer negundo var. violaceum,NA (L48),"USA(CO, CT, IA, ID, IL, IN, KS, KY, MA, ME, MI, MN, MO, MT, ND, NE, NJ, NY, OH, OK, RI, SD, WA, WI, WY)",Dicot,Perennial,Tree,L48(N),,,
Acer nigrum,"NA (L48, CAN)","CAN(ON, QC), USA(AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, MA, MD, MI, MN, MO, NC, NH, NJ, NY, OH, PA, SD, TN, VA, VT, WI, WV)",Dicot,Perennial,Tree,L48(N)CAN(N),Spring and Summer,,Late Spring
Acer opalus,,,Dicot,,,,,,
Acer opalus ssp. obtusatum,,,Dicot,,,,,,
Acer palmatum,"NA (L48, CAN)","CAN(ON), USA(CT, DC, DE, NJ, NY, OH, PA)",Dicot,Perennial,"Tree, Shrub",L48(I)CAN(I),,,
Acer pensylvanicum,"NA (L48, CAN)","CAN(NB, NS, ON, PE, QC), USA(CT, GA, KY, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV)",Dicot,Perennial,"Tree, Shrub",L48(N)CAN(N),Spring and Summer,,Late Spring
Acer platanoides,"NA (L48, CAN)","CAN(BC, NB, NS, ON, PE, QC), USA(CT, DC, DE, ID, IL, IN, KY, MA, MD, ME, MI, MN, MT, NC, NH, NJ, NY, OH, OR, PA, RI, TN, VA, VT, WA, WI, WV)",Dicot,Perennial,Tree,L48(I)CAN(I),Spring and Summer,,Mid Spring
Acer pseudoplatanus,"NA (L48, CAN)","CAN(BC, NB, NS, ON), USA(CT, DC, DE, IL, KY, MA, MD, ME, MI, NC, NJ, NY, PA, RI)",Dicot,Perennial,Tree,L48(I)CAN(I),Spring and Summer,,Late Spring
Acer rubrum,"NA (L48, CAN)","CAN(NB, NF, NS, ON, PE, QC), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, OR, PA, RI, SC, TN, TX, VA, VT, WI, WV)",Dicot,Perennial,Tree,L48(N)CAN(N),Spring and Summer,,Early Spring
Acer rubrum var. drummondii,NA (L48),"USA(AL, AR, DE, FL, GA, IL, IN, KY, LA, MO, MS, NC, NJ, OK, SC, TN, TX, VA)",Dicot,Perennial,Tree,L48(N),,,
Acer rubrum var. rubrum,"NA (L48, CAN)","CAN(NB, NF, NS, ON, PE, QC), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)",Dicot,Perennial,Tree,L48(N)CAN(N),,,
Acer rubrum var. trilobum,"NA (L48, CAN)","CAN(NB, NS, ON, QC), USA(AL, AR, CT, DE, FL, GA, IL, IN, KY, LA, MA, MD, ME, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WV)",Dicot,Perennial,Tree,L48(N)CAN(N),,,
Acer saccharinum,"NA (L48, CAN)","CAN(NB, ON, QC, SK), USA(AL, AR, CA, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WA, WI, WV)",Dicot,Perennial,Tree,L48(N)CAN(N),Spring and Summer,,Early Spring
Acer saccharum,"NA (L48, CAN)","CAN(NB, NS, ON, PE, QC), USA(AL, AR, CT, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NH, NJ, NY, OH, OK, PA, RI, SD, TN, VA, VT, WI, WV)",Dicot,Perennial,"Tree, Shrub",L48(N)CAN(N),Spring and Summer,,Mid Spring
Acer saccharum var. saccharum,"NA (L48, CAN)","CAN(NB, NS, ON, PE, QC), USA(AL, AR, CT, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NH, NJ, NY, OH, OK, PA, RI, SD, TN, VA, VT, WI, WV)",Dicot,Perennial,Tree,L48(N)CAN(N),,,
Acer saccharum var. schneckii,NA (L48),"USA(AL, AR, GA, IL, IN, KY, MO, OH, TN)",Dicot,Perennial,"Tree, Shrub",L48(N),,,
Acer spicatum,"NA (L48, CAN, SPM)","CAN(LB, MB, NB, NF, NS, ON, PE, QC, SK), FRA(SB), USA(AL, CT, GA, IA, KY, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, RI, TN, VA, VT, WI, WV)",Dicot,Perennial,"Tree, Shrub",L48(N)CAN(N)SPM(N),Spring and Summer,,Spring
Acer tataricum,NA (L48),"USA(MA, MN, OH, RI)",Dicot,Perennial,"Tree, Shrub",L48(I),,,
Acer tataricum var. torminaloides,,,Dicot,,,,,,
Achillea,"GL (L48, GL)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Dicot,,,"L48(I,N)CAN(I,N)GL(I,N)SPM(I,N)",,,
Achillea aegyptiaca,,,Dicot,,,,,,
Achillea ageratifolia,,,Dicot,,,,,,
Achillea ageratum,NA (L48),"USA(CT, NY)",Dicot,Perennial,Forb/herb,L48(I),,,
Achillea alpina,NA (CAN),"CAN(AB, BC, MB, NT, ON, QC, SK, YT)",Dicot,Perennial,Forb/herb,CAN(N)NA(N),,,
Achillea biserrata,,,Dicot,,,,,,
Achillea cartilaginea,,,Dicot,,,,,,
Achillea chrysocoma,,,Dicot,,,,,,
Achillea clavennae,,,Dicot,,,,,,
Achillea clusiana,,,Dicot,,,,,,
Achillea clypeolata,,,Dicot,,,,,,
Achillea collina,,,Dicot,,,,,,
Achillea conferta,,,Dicot,,,,,,
Achillea crithmifolia,,,Dicot,,,,,,
Achillea distans,"NA (L48, CAN)","CAN(QC), USA(MA, NY)",Dicot,Perennial,Forb/herb,L48(I)CAN(I),,,
Achillea distans ssp. tanacetifolia,,,Dicot,,,,,,
Achillea erba-rotta,,,Dicot,,,,,,
Achillea erba-rotta ssp. rupestris,,,Dicot,,,,,,
Achillea filipendulina,"NA (L48, CAN)","CAN(ON), USA(CA, MI, NY, UT, VT)",Dicot,Perennial,Forb/herb,L48(I)CAN(I),,,
Achillea grandifolia,,,Dicot,,,,,,
Achillea impatiens,,,Dicot,,,,,,
Achillea ligustica,NA (L48),"USA(MA, MI, NY, VT)",Dicot,Perennial,Forb/herb,L48(I),,,
Achillea lingulata,,,Dicot,,,,,,
Achillea macrocephala,,,Dicot,,,,,,
